address,type,error_name
M60,Bool,Băng tải tầng trênbáo động kẹt liệu (Upper conveyorconveyor jam alarm) - 上层流水线连料报警
M61,Bool,Băng tải tầng trênquá thời gian đến vị trí (Upper conveyorarrival timeout) - 上层流水线到位超时
M62,Bool,Băng tải tầng trên出料到料异常báo động (Upper conveyor出料到料异常alarm) - 上层流水线出料到料异常报警
M63,Bool,Băng tải tầng trêndòng liệu chảy rabáo động (Upper conveyormaterial outflowalarm) - 上层流水线物料流出报警
M66,Bool,Băng tải tầng dướibáo động kẹt liệu (Lower conveyorconveyor jam alarm) - 下层流水线连料报警
M67,Bool,Băng tải tầng dướiquá thời gian đến liệubáo động (Lower conveyorarrival timeoutalarm) - 下层流水线到料超时报警
M70,Bool,Robot trướctua vít điệnbáo động (Front robotscrewdriveralarm) - 前机器人电批报警
M72,Bool,Robot sautua vít điệnbáo động (Rear robotscrewdriveralarm) - 后机器人电批报警
M75,Bool,Băng tải tầng dưới出料异常báo động (Lower conveyor出料异常alarm) - 下层流水线出料异常报警
M77,Bool,Robot trước长螺丝hết liệubáo động (Front robot长螺丝emptyalarm) - 前机器人长螺丝无料报警
M78,Bool,Robot trước短螺丝hết liệubáo động (Front robot短螺丝emptyalarm) - 前机器人短螺丝无料报警
M79,Bool,Robot trước长螺丝chưa được lấy đibáo động (Front robot长螺丝not removedalarm) - 前机器人长螺丝未取走报警
M80,Bool,Robot trước短螺丝chưa được lấy đibáo động (Front robot短螺丝not removedalarm) - 前机器人短螺丝未取走报警
M87,Bool,Robot sau长螺丝hết liệubáo động (Rear robot长螺丝emptyalarm) - 后机器人长螺丝无料报警
M88,Bool,Robot sau短螺丝hết liệubáo động (Rear robot短螺丝emptyalarm) - 后机器人短螺丝无料报警
M89,Bool,Robot sau长螺丝chưa được lấy đibáo động (Rear robot长螺丝not removedalarm) - 后机器人长螺丝未取走报警
M90,Bool,Robot sau短螺丝chưa được lấy đibáo động (Rear robot短螺丝not removedalarm) - 后机器人短螺丝未取走报警
M100,Bool,Robot trước组装真空_đang chạy thủ công (Front robot组装真空_manual running) - 前机器人组装真空_手动中
M101,Bool,Robot sau组装真空_đang chạy thủ công (Rear robot组装真空_manual running) - 后机器人组装真空_手动中
M103,Bool,Xi lanh chặn trái tầng trên_đang chạy thủ công (Upper left stopper cylinder_manual running) - 上层左阻挡气缸_手动中
M104,Bool,Xi lanh đẩy bên phía trước tầng trên_đang chạy thủ công (Upper front side pusher cylinder_manual running) - 上层前侧推气缸_手动中
M105,Bool,Xi lanh chặn phải tầng trên_đang chạy thủ công (Upper right stopper cylinder_manual running) - 上层右阻挡气缸_手动中
M106,Bool,Xi lanh đẩy bên phía sau tầng trên_đang chạy thủ công (Upper rear side pusher cylinder_manual running) - 上层后侧推气缸_手动中
M108,Bool,Xi lanh lắp ráp Robot trước_đang chạy thủ công (Front robot assembly cylinder_manual running) - 前机器人组装气缸_手动中
M109,Bool,Xi lanh lắp ráp Robot sau_đang chạy thủ công (Rear robot assembly cylinder_manual running) - 后机器人组装气缸_手动中
M111,Bool,Băng tải tầng trên_đang chạy thủ công (Upper conveyor_manual running) - 上层流水线_手动中
M113,Bool,Băng tải tầng dưới_đang chạy thủ công (Lower conveyor_manual running) - 下层流水线_手动中
M117,Bool,Robot trước组装真空báo động (Front robot组装真空alarm) - 前机器人组装真空报警
M118,Bool,Robot sau组装真空báo động (Rear robot组装真空alarm) - 后机器人组装真空报警
