address,type,error_name
M60,Bool,Báo động kẹt liệu dây chuyền lắp ráp phía trên (Upper conveyorconveyor jam alarm) - 上层流水线连料报警
M61,Bool,Dây chuyền lắp ráp cấp trên bị hết thời gian chờ khi ở đúng vị trí (Upper conveyorarrival timeout) - 上层流水线到位超时
M62,Bool,Báo động bất thường khi xả và nhận vật liệu trên dây chuyền lắp ráp (Upper conveyor出料到料异常alarm) - 上层流水线出料到料异常报警
M63,Bool,Báo động xả bất thường trên dây chuyền lắp ráp phía trên (Upper conveyor出料异常alarm) - 上层流水线出料异常报警
M66,Bool,Báo động kết nối vật liệu dây chuyền lắp ráp thấp hơn (Lower conveyorconveyor jam alarm) - 下层流水线连料报警
M67,Bool,Báo động thời gian đến dây chuyền lắp ráp thấp hơn (Lower conveyorarrival timeoutalarm) - 下层流水线到料超时报警
M71,Bool,Báo động tuốc nơ vít vít (Screw screwdriveralarm) - 螺丝电批报警
M72,Bool,Báo động tuốc nơ vít điện vít lò xo (Spring screw screwdriveralarm) - 弹簧螺电批报警
M73,Bool,Sử dụng vòng cao su cái để báo động (取母胶圈alarm) - 取母胶圈报警
M74,Bool,Lấy vòng cao su và phát ra âm thanh báo động (取胶圈alarm) - 取胶圈报警
M75,Bool,Báo động xả bất thường trên dây chuyền lắp ráp dưới (Lower conveyor出料异常alarm) - 下层流水线出料异常报警
M76,Bool,Báo động tuốc nơ vít điện vòng cao su (Rubber ring screwdriveralarm) - 胶圈电批报警
M80,Bool,hết liệu (螺丝1/2号emptyalarm) - 螺丝1/2号无料报警
M81,Bool,Bộ cấp gioăng cao suhết liệubáo động (Rubber ring feederemptyalarm) - 胶圈供料器无料报警
M100,Bool,Lắp ráp ốc vít气缸_đang chạy thủ công (Screw assembly气缸_manual running) - 组装螺丝气缸_手动中
M101,Bool,Băng tảixi lanh chặn_đang chạy thủ công (Conveyorstopper cylinder_manual running) - 流水线阻挡气缸_手动中
M102,Bool,Băng tảixi lanh kẹp bên_đang chạy thủ công (Conveyorside clamping cylinder_manual running) - 流水线侧夹气缸_手动中
M103,Bool,Xi lanh gioăng cao su_đang chạy thủ công (Rubber ring cylinder_manual running) - 胶圈气缸_手动中
M109,Bool,Băng tải tầng trên运转_đang chạy thủ công (Upper conveyor运转_manual running) - 上层流水线运转_手动中
M110,Bool,Băng tải tầng dưới运转_đang chạy thủ công (Lower conveyor运转_manual running) - 下层流水线运转_手动中
M111,Bool,Hút chân không tua vít điện bắt vít_đang chạy thủ công (Screw screwdriver vacuum pick_manual running) - 螺丝电批真空吸料_手动中
M119,Bool,Chân không tua vít điện bắt vít_báo động (Screw screwdriver vacuum_alarm) - 螺丝电批真空_报警
M120,Bool,Lắp ráp ốc vít气缸vị trí gốc_báo động (Screw assembly气缸home_alarm) - 组装螺丝气缸原位_报警
M121,Bool,Lắp ráp ốc vít气缸vị trí làm việc_báo động (Screw assembly气缸work_alarm) - 组装螺丝气缸出位_报警
M122,Bool,Băng tảixi lanh chặnvị trí gốc_báo động (Conveyorstopper cylinderhome_alarm) - 流水线阻挡气缸原位_报警
M123,Bool,Băng tảixi lanh chặnvị trí làm việc_báo động (Conveyorstopper cylinderwork_alarm) - 流水线阻挡气缸出位_报警
M124,Bool,Băng tảixi lanh kẹp bênvị trí gốc_báo động (Conveyorside clamping cylinderhome_alarm) - 流水线侧夹气缸原位_报警
M125,Bool,Băng tảixi lanh kẹp bênvị trí làm việc_báo động (Conveyorside clamping cylinderwork_alarm) - 流水线侧夹气缸出位_报警
M126,Bool,Xi lanh gioăng cao suvị trí gốc_báo động (Rubber ring cylinderhome_alarm) - 胶圈气缸原位_报警
M127,Bool,Xi lanh gioăng cao suvị trí làm việc_báo động (Rubber ring cylinderwork_alarm) - 胶圈气缸出位_报警
M128,Bool,初始化设备内有产品báo động (初始化设备内有产品alarm) - 初始化设备内有产品报警
M138,Bool,Cửa an toànbáo động (Safety gatealarm) - 门禁报警
M139,Bool,Dừng khẩn cấpbáo động (E-stopalarm) - 急停报警
M140,Bool,Trục Z camerabáo động bộ điều khiển (driver) (Camera Z-axisdriver alarm) - 相机Z轴驱动器报警
M141,Bool,Trục Z camerabáo động nới lỏng (thả lỏng) (Camera Z-axisrelease alarm) - 相机Z轴放松报警
M142,Bool,Trục Z cameralỗi servo (Camera Z-axisservo error) - 相机Z轴伺服报错
M143,Bool,Trục Z camerachưa về vị trí gốcbáo động (Camera Z-axisnot homedalarm) - 相机Z轴未归零报警
M145,Bool,Trục Z tua vít điện bắt gioăngbáo động bộ điều khiển (driver) (Rubber ring screwdriver Z-axisdriver alarm) - 胶圈电批Z轴驱动器报警
M146,Bool,Trục Z tua vít điện bắt gioăngbáo động nới lỏng (thả lỏng) (Rubber ring screwdriver Z-axisrelease alarm) - 胶圈电批Z轴放松报警
M147,Bool,Trục Z tua vít điện bắt gioănglỗi servo (Rubber ring screwdriver Z-axisservo error) - 胶圈电批Z轴伺服报错
M148,Bool,Trục Z tua vít điện bắt gioăngchưa về vị trí gốcbáo động (Rubber ring screwdriver Z-axisnot homedalarm) - 胶圈电批Z轴未归零报警
M150,Bool,Trục Z tua vít điện bắt vítbáo động bộ điều khiển (driver) (Screw screwdriver Z-axisdriver alarm) - 螺丝电批Z轴驱动器报警
M151,Bool,Trục Z tua vít điện bắt vítbáo động nới lỏng (thả lỏng) (Screw screwdriver Z-axisrelease alarm) - 螺丝电批Z轴放松报警
M152,Bool,Trục Z tua vít điện bắt vítlỗi servo (Screw screwdriver Z-axisservo error) - 螺丝电批Z轴伺服报错
M153,Bool,Trục Z tua vít điện bắt vítchưa về vị trí gốcbáo động (Screw screwdriver Z-axisnot homedalarm) - 螺丝电批Z轴未归零报警
M155,Bool,Trục Z tua vít điện bắt vít lò xobáo động bộ điều khiển (driver) (Spring screw screwdriver Z-axisdriver alarm) - 弹簧螺电批Z轴驱动器报警
M156,Bool,Trục Z tua vít điện bắt vít lò xobáo động nới lỏng (thả lỏng) (Spring screw screwdriver Z-axisrelease alarm) - 弹簧螺电批Z轴放松报警
M157,Bool,Trục Z tua vít điện bắt vít lò xolỗi servo (Spring screw screwdriver Z-axisservo error) - 弹簧螺电批Z轴伺服报错
M158,Bool,Trục Z tua vít điện bắt vít lò xochưa về vị trí gốcbáo động (Spring screw screwdriver Z-axisnot homedalarm) - 弹簧螺电批Z轴未归零报警
M160,Bool,Trục Y camerabáo động bộ điều khiển (driver) (Camera Y-axisdriver alarm) - 相机Y轴驱动器报警
M161,Bool,Trục Y camerabáo động nới lỏng (thả lỏng) (Camera Y-axisrelease alarm) - 相机Y轴放松报警
